date,country,gdp,inf,rs
1995-07-01,USA,-0.004047975842062913,0.02731862754131472,0.04379898908376617
1995-10-01,USA,-0.015295781865341924,0.027654839577536564,0.04516411311096105
1996-01-01,USA,0.016516408222133672,0.023245724493441047,0.043962054546270085
1996-04-01,USA,0.0032242616751124286,0.019373077553275067,0.040502824157561915
1996-07-01,USA,0.007239099679595264,0.01922928124963013,0.04912972943646092
1996-10-01,USA,-0.0004228606872612612,0.012368254419954747,0.05889755160628558
1997-01-01,USA,-0.000800044152745039,0.014358269192817078,0.056421837395640585
1997-04-01,USA,0.005750719025547902,0.00471510644979106,0.06118669141668828
1997-07-01,USA,-0.025187625699096383,-0.01270062773743929,0.0658610234001665
1997-10-01,USA,-0.026838782601583684,-0.009702290431269904,0.05046141411805178
1998-01-01,USA,-0.020870942801707357,-0.004687202680489283,0.040979340783579635
1998-04-01,USA,-0.01505064981365868,-0.0014347891204233377,0.038919408377997476
1998-07-01,USA,-0.0013837711443479934,0.011838438253923219,0.029755220109609005
1998-10-01,USA,-0.0037778677680952583,0.015497629422782069,0.035513230928553
1999-01-01,USA,-0.02190641766447378,0.010833280095607526,0.036318671776910595
1999-04-01,USA,-0.007936657301273046,0.011331895250391848,0.028706921705542843
1999-07-01,USA,-0.009728455942465644,0.007928969827593921,0.04146577810672389
1999-10-01,USA,0.005019616702322149,0.02072317153471366,0.042337006762467905
2000-01-01,USA,-0.008400269969728317,0.019383002990485797,0.048303604590224584
2000-04-01,USA,0.0002963714878937967,0.012052899755844265,0.052018100962522434
2000-07-01,USA,-0.000185284632502657,0.010333615158802352,0.05205403133188453
2000-10-01,USA,0.0011515342934467028,0.01258916755426692,0.05297370120058559
2001-01-01,USA,0.01165386395455302,0.009770681804004819,0.046920301486888354
2001-04-01,USA,0.014641768129981109,-0.005045595493114051,0.05129261568404853
2001-07-01,USA,-0.0030935044034845396,0.0035968535321316405,0.05048220917398417
2001-10-01,USA,0.006965317520797279,0.010025288586279664,0.05728781845516346
2002-01-01,USA,-0.013077310069611015,0.013443034009589587,0.05833842012561519
2002-04-01,USA,-0.004812571739389766,0.014663156245885087,0.04933750487948242
2002-07-01,USA,-0.0023082821636405586,0.00887252591494719,0.04486600081505378
2002-10-01,USA,-0.009425431797417604,-0.0004984799573520445,0.05009032284515014
2003-01-01,USA,0.002616214545928565,0.00333671145219699,0.040547953642161884
2003-04-01,USA,-0.0003520738480208797,0.005222906366565058,0.03829800254365393
2003-07-01,USA,0.00800570412745349,-0.00655161866596826,0.04303419699974054
2003-10-01,USA,0.019807170967601647,-0.011959673865699318,0.0429632907203163
2004-01-01,USA,-0.002012884640378687,-0.0031667018414955387,0.0489533111410964
2004-04-01,USA,0.003597735771890403,0.004087409600913597,0.05397403445544011
2004-07-01,USA,0.014247220743795357,0.00849559232641986,0.052866144993109536
2004-10-01,USA,-0.008556239492231207,0.015648472440266244,0.046039336402705466
2005-01-01,USA,-0.004697827129303302,0.01815583841198398,0.05304810869993089
2005-04-01,USA,-0.01605213742016896,0.019789741985028943,0.052702743109960364
2005-07-01,USA,-0.01170757475867096,0.010386383065725443,0.0562880847456758
2005-10-01,USA,-0.009694140785956927,-0.005084705170515048,0.055399719926722914
2006-01-01,USA,-0.017371223371754656,-0.00838475008937727,0.04317674035322211
2006-04-01,USA,-0.005335835488659293,-0.010940378689567692,0.04484560621223937
2006-07-01,USA,-0.00867229815859595,-0.005861946654673281,0.045932510123314896
2006-10-01,USA,0.008274885647666347,-0.009127208363854885,0.047638076916925454
2007-01-01,USA,0.003099421250217344,0.008542690839646396,0.05897286305662351
2007-04-01,USA,0.008053929389591685,0.01777910611878912,0.057481682125646014
2007-07-01,USA,-0.01665962353295004,0.0031807185145840532,0.059703232725800054
2007-10-01,USA,-0.0064445229353219825,0.004001098764340527,0.047333889354633174
2008-01-01,USA,0.000687496826895929,-0.0004073792383623193,0.03788030095935942
2008-04-01,USA,0.006364395943333048,0.0020824992858630874,0.04847177024216732
2008-07-01,USA,0.002909854062742845,0.004592242452921397,0.05565387469327142
2008-10-01,USA,0.023344144333556412,0.0035474215051628033,0.052115179020236706
2009-01-01,USA,0.016031570596324353,0.0046613867376559415,0.060451897116621085
2009-04-01,USA,0.0004453068955761726,0.011090349053852075,0.05758847234974193
2009-07-01,USA,-0.0024748879597447583,0.013525156712097954,0.0584769914002032
2009-10-01,USA,0.00465175671570718,0.010360156182101878,0.06502928563956481
2010-01-01,USA,0.00434145949173381,0.017775120403620025,0.06601691575486886
2010-04-01,USA,0.0032016540084821507,0.03289152992519688,0.07035189317685961
2010-07-01,USA,-0.0046786449982905,0.03666594288736233,0.07593245769929088
2010-10-01,USA,-0.028485409224002833,0.030982145047079464,0.06980427757063876
2011-01-01,USA,-0.03385381886783051,0.032347950717806315,0.06603942071253407
2011-04-01,USA,-0.016592585942232632,0.028649400880021568,0.0571604503462801
2011-07-01,USA,0.003720396833719504,0.02011336371255604,0.05028329245851111
2011-10-01,USA,0.008886500840009557,0.021681364185793493,0.04930185485235644
2012-01-01,USA,0.009562841455309749,0.019357866045999546,0.05594492483821834
2012-04-01,USA,0.003922529516854132,0.010851069169372025,0.05733672800432698
2012-07-01,USA,-0.007778934161385941,-0.003351009707233059,0.055065215822337386
2012-10-01,USA,-0.008027281168162613,-0.00012466015375590077,0.04527487657265655
2013-01-01,USA,0.007978062023933757,0.003268646678596782,0.03818163223535592
2013-04-01,USA,0.014025601156938832,0.0018389979954945902,0.04257940228603982
2013-07-01,USA,0.009478044130523389,0.0062832479173414325,0.03636541391698097
2013-10-01,USA,0.010810524805055528,0.01201203587439201,0.0336938177615798
2014-01-01,USA,0.011570645206499856,0.022613570746587205,0.04089586410033808
2014-04-01,USA,-0.006477787960711525,0.027023654575356514,0.04985702695343338
2014-07-01,USA,-0.022320761272195563,0.039272392226136016,0.06452529635148194
2014-10-01,USA,-0.012834458225179729,0.037392047085146575,0.0672778072310364
2015-01-01,USA,-0.005734271808207586,0.036739128801042145,0.06243320263172198
2015-04-01,USA,-0.014119693801212642,0.024693668460096643,0.06482917143374213
2015-07-01,USA,0.006844744572360381,0.01297556324847204,0.06018136035941064
2015-10-01,USA,-0.01392533132452349,0.0053744447029477555,0.06014376413789598
2016-01-01,USA,0.005829160740407161,0.003315057861638226,0.05861441003830435
2016-04-01,USA,0.0026236957020559187,0.0008783612869063566,0.052710260361002945
2016-07-01,USA,0.012971823228181677,0.005836727614067205,0.04889431935088246
2016-10-01,USA,0.010622889058767505,0.015072263425752934,0.05469028788256399
2017-01-01,USA,-0.010770999332916269,0.016776252215582318,0.055930567642539675
2017-04-01,USA,-0.0026991084049881164,0.010387628082856554,0.055067872383585216
2017-07-01,USA,-0.006460868924377983,0.005378470595116914,0.06109237437613983
2017-10-01,USA,-0.00191899963645231,0.0036618808344265376,0.05356028610103088
2018-01-01,USA,0.014256805838198999,0.00877443998374605,0.05319293399967567
2018-04-01,USA,0.026823671265749728,0.009581415046811956,0.047554522094270815
2018-07-01,USA,0.0020423268470459877,0.019922416361014904,0.04915924707620854
2018-10-01,USA,-0.00951241451759777,0.012821219885779287,0.053509321046000674
2019-01-01,USA,-0.012300506741536644,0.01904324117715016,0.057159519149106046
2019-04-01,USA,0.0006648532832140251,0.025045405724767787,0.056210355117389796
2019-07-01,USA,-0.009226620108445004,0.018697768519859676,0.05283625243391973
1979-04-01,Euro_Area,0.005732279347476384,0.002686724204683819,0.007898093684661414
1979-07-01,Euro_Area,0.0010534553705677436,0.0038921444029641613,0.00686254129914805
1979-10-01,Euro_Area,0.006166351367249664,0.005644557807751847,0.015364793313662747
1980-01-01,Euro_Area,-0.008687146331038523,0.005125967473496073,0.02661907406968088
1980-04-01,Euro_Area,0.0003906266902345733,0.01080197964188735,0.037530032488977655
1980-07-01,Euro_Area,-0.0036567525425485695,0.01531481393335606,0.04809001222272309
1980-10-01,Euro_Area,0.008673245632836226,0.02216311417558875,0.0694546034876088
1981-01-01,Euro_Area,0.004219257838278845,0.022532167078079625,0.07503413219185012
1981-04-01,Euro_Area,0.011758398770109538,0.019908634648774678,0.08772938231694949
1981-07-01,Euro_Area,0.014797835395327022,0.016007250406099356,0.10527970641200428
1981-10-01,Euro_Area,0.01876524727868281,0.01950749454548375,0.1122249683593051
1982-01-01,Euro_Area,0.004212431004100693,0.01839429168357248,0.12185718563091605
1982-04-01,Euro_Area,0.02725795732143176,0.022628893079597603,0.13945654137630384
1982-07-01,Euro_Area,0.030594610045118344,0.025223632932146228,0.13881548197129676
1982-10-01,Euro_Area,0.03556835829145634,0.024346228630102287,0.14893935129657956
1983-01-01,Euro_Area,0.03793116920790803,0.03268470016673281,0.15119377465996336
1983-04-01,Euro_Area,0.03241569171262575,0.0335999297204606,0.15876452045937745
1983-07-01,Euro_Area,0.025447301942196653,0.03362655521361359,0.1573146592547329
1983-10-01,Euro_Area,0.013473773209241651,0.03357430752740399,0.16434592184721578
1984-01-01,Euro_Area,0.008677147852357169,0.03383978001391852,0.16630533221489274
1984-04-01,Euro_Area,0.007239990596193943,0.03576837118047098,0.1685411320699924
1984-07-01,Euro_Area,0.003714140453587556,0.03744946361077416,0.15764348185869875
1984-10-01,Euro_Area,0.01685104967632519,0.03238394815577229,0.15146896611859734
1985-01-01,Euro_Area,0.0009958922007904797,0.030998771868892393,0.1608751645926243
1985-04-01,Euro_Area,0.016563570468355125,0.027569252797006047,0.17126502865962606
1985-07-01,Euro_Area,0.018875233182762362,0.030485284256779703,0.1659819280908836
1985-10-01,Euro_Area,0.007923480268828135,0.029511130465191698,0.17116611862713432
1986-01-01,Euro_Area,0.013915802625319218,0.029467905307777376,0.1739932369473271
1986-04-01,Euro_Area,0.01211334258784167,0.0390904828131587,0.18608349271589156
1986-07-01,Euro_Area,0.005546463901829819,0.03796078741254401,0.18242648507346532
1986-10-01,Euro_Area,0.0008669264693756222,0.042252240656735184,0.18776231032111948
1987-01-01,Euro_Area,0.009272454807523195,0.03695382655699769,0.18513624287508756
1987-04-01,Euro_Area,0.023556878985090162,0.03833468538365297,0.19738723743815023
1987-07-01,Euro_Area,0.014987930979767493,0.037686048958593794,0.20955058179297545
1987-10-01,Euro_Area,0.018662573254370048,0.038034993523270465,0.20027578257948833
1988-01-01,Euro_Area,0.016800693272948423,0.04040484744516908,0.2029073632828498
1988-04-01,Euro_Area,0.01493516263956713,0.043651037838541636,0.20829211150032317
1988-07-01,Euro_Area,0.015477736149525021,0.03535996909824891,0.21943517762318693
1988-10-01,Euro_Area,0.02720270288108041,0.033534516231870655,0.23069091838289846
1989-01-01,Euro_Area,0.03280272286828731,0.03738896407531322,0.22936578315687328
1989-04-01,Euro_Area,0.02335699448859525,0.04456912153039704,0.22424180653435113
1989-07-01,Euro_Area,0.029786745958543068,0.04250275539075576,0.22639719016094761
1989-10-01,Euro_Area,0.022819316071574225,0.04021861195805496,0.21877875456734508
1990-01-01,Euro_Area,0.00964605239359199,0.04575197177401232,0.21412851177716513
1990-04-01,Euro_Area,0.011453404497584247,0.04404293050624458,0.21924037028995172
1990-07-01,Euro_Area,0.022447862277575538,0.039873918641790906,0.2178759629738511
1990-10-01,Euro_Area,0.023871597834666268,0.04500099168516714,0.21945649804408193
1991-01-01,Euro_Area,0.017421120315162818,0.04340161351415068,0.20722888899391306
1991-04-01,Euro_Area,0.015549424372844688,0.03532940976960431,0.20896088614469008
1991-07-01,Euro_Area,0.009759511640354816,0.03834564515020061,0.21195215840847784
1991-10-01,Euro_Area,0.010078844058378719,0.034067156733955,0.21361501764256297
1992-01-01,Euro_Area,0.01620493573936766,0.033136661341727186,0.20920087161013262
1992-04-01,Euro_Area,0.0022263706440940594,0.04104343849818073,0.2167955959408963
1992-07-01,Euro_Area,0.004189670343842044,0.03534306986062663,0.20202861668149888
1992-10-01,Euro_Area,0.01839618516858088,0.03377844144485587,0.20236535999237107
1993-01-01,Euro_Area,0.023618333755804057,0.039470655884283154,0.20190310166863093
1993-04-01,Euro_Area,0.03630335630593101,0.039294591283044626,0.2056047570457281
1993-07-01,Euro_Area,0.03447531912333074,0.046916836323969875,0.20259333146058897
1993-10-01,Euro_Area,0.01773647728721922,0.04650919978406627,0.20890897736159303
1994-01-01,Euro_Area,0.027164752913122352,0.04504647076428708,0.20818148631260205
1994-04-01,Euro_Area,0.018147239969746237,0.044034040519278096,0.21605273013766702
1994-07-01,Euro_Area,0.02164989688368352,0.03705138978032851,0.22142819055195448
1994-10-01,Euro_Area,0.024615313015298356,0.03661773603217999,0.21838776185842182
1995-01-01,Euro_Area,0.02918625205673022,0.03410103646003473,0.2194476524657198
1995-04-01,Euro_Area,0.013387100588198279,0.03591572642468868,0.21520915584538983
1995-07-01,Euro_Area,0.023926839772205187,0.03288186202392293,0.21484289333246184
1995-10-01,Euro_Area,0.013488575758640434,0.03163985837909499,0.2184354442914181
1996-01-01,Euro_Area,0.0037581499963264577,0.03857151301295648,0.22528296685341273
1996-04-01,Euro_Area,0.006977922077480156,0.03575658019608165,0.2205302205636167
1996-07-01,Euro_Area,-0.008531272391196398,0.0411354767491192,0.22173102388926225
1996-10-01,Euro_Area,-0.008831379238745787,0.03999090080819967,0.20998307345519945
1997-01-01,Euro_Area,-0.000748803271254993,0.04280151690449863,0.21243950398395903
1997-04-01,Euro_Area,-0.00258187901228692,0.039660754542088034,0.2020785767125933
1997-07-01,Euro_Area,2.3537842526375613e-05,0.03695913197653432,0.20872207431898002
1997-10-01,Euro_Area,-0.0059170580730161,0.03110184534749808,0.20790124465288692
1998-01-01,Euro_Area,-0.004513028737847009,0.033038400862565084,0.20870352184816074
1998-04-01,Euro_Area,-0.003113332909465402,0.03524766984390634,0.20044659132185336
1998-07-01,Euro_Area,0.012021482375047573,0.042064268980521236,0.20057509880971877
1998-10-01,Euro_Area,0.008427298212131156,0.03594240314558902,0.20622655072317742
1999-01-01,Euro_Area,-0.0026201743537899325,0.0373232889594463,0.21483258117717857
1999-04-01,Euro_Area,0.01429870550350645,0.03623902673321598,0.21581948768350911
1999-07-01,Euro_Area,0.007526679968847963,0.03764433302345541,0.21432648991338982
1999-10-01,Euro_Area,0.009135015274468312,0.03469383580661015,0.21549727859722492
2000-01-01,Euro_Area,0.01571523991937512,0.03883813747024628,0.21119232394193166
2000-04-01,Euro_Area,0.03516400660725537,0.031081684029160277,0.21331887497504878
2000-07-01,Euro_Area,0.034535275017021805,0.03164543218528582,0.21183119221450455
2000-10-01,Euro_Area,0.045197346782278464,0.03601929926537842,0.21398546202441582
2001-01-01,Euro_Area,0.03748283311373305,0.04075457567290311,0.20150180561160985
2001-04-01,Euro_Area,0.01568536226832884,0.037155934440137796,0.21291051953949267
2001-07-01,Euro_Area,0.01187150504557172,0.026716465320518135,0.20941440181762797
2001-10-01,Euro_Area,-0.0060205548634889305,0.023117776643933503,0.21521109236147365
2002-01-01,Euro_Area,0.019812807591768573,0.0322458991265332,0.22026811385126796
2002-04-01,Euro_Area,0.01823764126596968,0.03406285976178877,0.22905104022547496
2002-07-01,Euro_Area,0.013838494644639213,0.03323266411535663,0.22591787477230302
2002-10-01,Euro_Area,-0.0018059132539087995,0.04119942906901455,0.22292199100933424
2003-01-01,Euro_Area,0.015296580851996304,0.03871682740365206,0.23490631562898692
2003-04-01,Euro_Area,0.020859026111076706,0.03635083383661219,0.23083340326934415
2003-07-01,Euro_Area,0.025536447265251904,0.04114982179207502,0.22407740892679942
2003-10-01,Euro_Area,0.023224602361676255,0.04224105343599886,0.2302006657399307
2004-01-01,Euro_Area,0.02504064553175644,0.03952046769939121,0.22984907891137338
2004-04-01,Euro_Area,0.03229140104057088,0.04019553862925704,0.22333317570643493
2004-07-01,Euro_Area,0.029742528448855027,0.03684151138531786,0.22585546001995727
2004-10-01,Euro_Area,0.019177552493557386,0.03052047958345812,0.2221302121242834
2005-01-01,Euro_Area,0.015377077057966522,0.03670095635941202,0.22028813166759337
2005-04-01,Euro_Area,0.005429078952709165,0.03616071487047961,0.21633847812759377
2005-07-01,Euro_Area,-0.004109222325407199,0.029943392416192215,0.21682533572658982
2005-10-01,Euro_Area,0.007047426718998965,0.03261563746589473,0.21649920937810865
2006-01-01,Euro_Area,0.02557268424127239,0.0339460934837158,0.21360571914169013
2006-04-01,Euro_Area,0.026087880822739884,0.03793046978656335,0.21547565574641775
2006-07-01,Euro_Area,0.03486283792317094,0.039585030266447684,0.21187965045776325
2006-10-01,Euro_Area,0.018623535832010766,0.045795843561997535,0.21359137937278244
2007-01-01,Euro_Area,0.0017844974631679774,0.03922343063292987,0.2271123093547751
2007-04-01,Euro_Area,0.022009364960973454,0.03597026937199302,0.2272973286181664
2007-07-01,Euro_Area,0.0074047490879403065,0.03351605858928981,0.22253130520635359
2007-10-01,Euro_Area,0.0072182919576812025,0.03939311032438038,0.2140080831580508
2008-01-01,Euro_Area,0.00705610925505157,0.042167775493603135,0.2182167362931433
2008-04-01,Euro_Area,0.019069416566522234,0.035945594616360724,0.22338813409915337
2008-07-01,Euro_Area,0.017324304828168047,0.03729249477547136,0.21944168280645004
2008-10-01,Euro_Area,0.008266572598266003,0.04153541680427961,0.23171001081775378
2009-01-01,Euro_Area,0.00290896127648947,0.042685805631332494,0.23800208188073596
2009-04-01,Euro_Area,0.012086437406132907,0.04354792856879044,0.23300701988023395
2009-07-01,Euro_Area,0.033448686035040594,0.04590475070233337,0.22779452213731063
2009-10-01,Euro_Area,0.03335869441947844,0.05090931188977819,0.22274467606250173
2010-01-01,Euro_Area,0.019228011103530625,0.04366928257987235,0.2222687813512175
2010-04-01,Euro_Area,0.01609755979428398,0.041845524115979034,0.23791216459370138
2010-07-01,Euro_Area,0.010484571860757224,0.03815428354493037,0.23723654059673316
2010-10-01,Euro_Area,0.00935318883869514,0.033073611899580586,0.2273422770511405
2011-01-01,Euro_Area,0.01760761788643008,0.039626613808351585,0.22126985221215295
2011-04-01,Euro_Area,0.026802103015041046,0.043214770518867976,0.22477252991694144
2011-07-01,Euro_Area,0.02303083007787755,0.04294902783000404,0.21813145815182064
2011-10-01,Euro_Area,0.01321141768745629,0.035960612427958505,0.22305741909078772
2012-01-01,Euro_Area,0.007136889234199634,0.03563745703280211,0.22089777159256632
2012-04-01,Euro_Area,-0.004223954836478281,0.03764983260202179,0.21977757024002365
2012-07-01,Euro_Area,0.0002796481469663119,0.034126735925187945,0.2177885185943457
2012-10-01,Euro_Area,0.008931723580904107,0.042912782040371196,0.2192308023496121
2013-01-01,Euro_Area,-0.0018502079971154158,0.04335677505346217,0.21119604883758658
2013-04-01,Euro_Area,0.024435907928354705,0.03485765032547859,0.21576936646707623
2013-07-01,Euro_Area,0.0388584282446713,0.04202839945700129,0.21905503615085375
2013-10-01,Euro_Area,0.00797103116511911,0.04483785028002889,0.21614976719412285
2014-01-01,Euro_Area,0.010707112252089743,0.04538325833516666,0.2229484482499316
2014-04-01,Euro_Area,0.00437506099560544,0.044644327910065694,0.2298296509730625
2014-07-01,Euro_Area,0.0021581823619924957,0.03983369018633303,0.23063952304912694
2014-10-01,Euro_Area,0.011440889501042975,0.037565785540764604,0.2290220345575292
2015-01-01,Euro_Area,0.010202472112900566,0.03174926178929225,0.22539207504899836
2015-04-01,Euro_Area,0.016716842335281312,0.03165262435847697,0.22159107624724206
2015-07-01,Euro_Area,0.015125844095169205,0.04083801137334224,0.21442184838459097
2015-10-01,Euro_Area,0.0004034188223821355,0.04245028803825591,0.21662301675997597
2016-01-01,Euro_Area,-0.008195478376490897,0.04640065542398976,0.21069208657952543
2016-04-01,Euro_Area,0.011054030062044333,0.04514091748831899,0.21415748169492227
2016-07-01,Euro_Area,0.0009512758452855843,0.036194712098217716,0.21180910449581636
2016-10-01,Euro_Area,0.009207199876357224,0.04136334080699132,0.22023422268567103
2017-01-01,Euro_Area,0.028672181603136282,0.03872604524684755,0.21822931008698454
2017-04-01,Euro_Area,0.01776866567817639,0.043333481217482976,0.21747552718788377
2017-07-01,Euro_Area,0.022886794360668414,0.04034572433713829,0.2173688777066171
2017-10-01,Euro_Area,0.007868906251733873,0.034708397221180125,0.2206607897662806
2018-01-01,Euro_Area,0.006563635174948791,0.03212137368077057,0.21979534902977768
2018-04-01,Euro_Area,0.002797667081653875,0.039455815080648805,0.21067357558849856
2018-07-01,Euro_Area,0.012797275411295005,0.04038435216379399,0.2166559023914197
2018-10-01,Euro_Area,0.00720427087139168,0.03683666725496855,0.22091974442478093
2019-01-01,Euro_Area,0.01356782072962453,0.035828494085770476,0.21813106621213305
2019-04-01,Euro_Area,0.025954211433969317,0.03522517844767155,0.21528739609270442
2019-07-01,Euro_Area,0.018917998726530744,0.03126911948227477,0.21530462990803778
1979-04-01,UK,-0.0011280288188362407,0.0008051560642009519,0.009517763753166358
1979-07-01,UK,0.012895456282052176,0.0043999790339335956,0.008644085021670352
1979-10-01,UK,0.021872992162893762,0.01445486921181903,0.02240034708394179
1980-01-01,UK,0.01228420189355997,0.01415463061495277,0.02703487421418048
1980-04-01,UK,0.006396374590308789,0.020087917392738283,0.04069753100061156
1980-07-01,UK,0.009844085953197673,0.01894108791354663,0.04958643570084862
1980-10-01,UK,0.01461191690775037,0.02143684367564567,0.0704336206739072
1981-01-01,UK,0.001603429163936125,0.023288523976292278,0.07492493911282248
1981-04-01,UK,0.00695159280000092,0.02532314467111867,0.08313203526774651
1981-07-01,UK,-0.0011374991815796473,0.02121850780948049,0.08299922564382324
1981-10-01,UK,0.015390727454566305,0.01659062743324657,0.08192457824433551
1982-01-01,UK,0.020066660765199973,0.01178526560567446,0.09314887307936577
1982-04-01,UK,0.018459864457055747,0.014165538230283907,0.11024961621422322
1982-07-01,UK,0.04331748122797471,0.027697407911404785,0.12066937011130165
1982-10-01,UK,0.014224355865819679,0.025727745093351115,0.10973532252145884
1983-01-01,UK,0.017228492936491334,0.035709252819684914,0.12197899563486493
1983-04-01,UK,0.022815337118113243,0.04397213489678709,0.13208764302533982
1983-07-01,UK,0.004858759545118826,0.04489021791764971,0.14646811097602563
1983-10-01,UK,-0.007870883595355632,0.035948766741498536,0.15232760670710938
1984-01-01,UK,-0.0025002413422977486,0.031198725262021866,0.15695245804118735
1984-04-01,UK,-0.011309464769502243,0.029434539612240705,0.15987441229521063
1984-07-01,UK,0.003903910936752102,0.023746284638811427,0.15657924338398138
1984-10-01,UK,0.0011682115502521032,0.02230740693577152,0.14455839271529522
1985-01-01,UK,-0.0016864426740471339,0.03185032269330598,0.1482937310832612
1985-04-01,UK,-0.012134516083678482,0.03620271080889571,0.1525366078928261
1985-07-01,UK,-0.002709249612924366,0.043256082817655514,0.1493333682935558
1985-10-01,UK,-0.004740717157708296,0.04123954981047153,0.1583256741819571
1986-01-01,UK,0.008931252371639482,0.03925171111720219,0.16009397183722132
1986-04-01,UK,0.009256386664284851,0.0369579828582928,0.17554847618838784
1986-07-01,UK,0.013866582949483158,0.04034035011324113,0.17327336747974736
